className,totalReviewedCommits,normalizedCommitExp,gold
u,63184,49.9873417721519,0.0
u,63159,49.967563291139236,0.0
u,63159,49.967563291139236,0.0
u,63157,49.965981012658226,0.0
u,63157,49.965981012658226,0.0
u,63095,49.91693037974684,0.0
u,63095,49.91693037974684,0.0
u,63090,49.912974683544306,0.0
u,63088,49.911392405063296,-1.0
u,63068,49.89556962025317,0.0
u,63068,49.89556962025317,-1.0
u,67035,53.03401898734177,0.0
u,67035,53.03401898734177,1.0
u,63232,50.0253164556962,0.0
u,63232,50.0253164556962,0.0
u,63232,50.0253164556962,-1.0
u,63040,49.87341772151899,0.0
u,63040,49.87341772151899,0.0
u,63040,49.87341772151899,0.0
u,63040,49.87341772151899,-1.0
u,63024,49.860759493670884,0.0
u,63024,49.860759493670884,0.0
u,63024,49.860759493670884,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,1.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,1.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,1.0
u,62992,49.835443037974684,0.0
u,62992,49.835443037974684,-1.0
u,62991,49.83465189873418,0.0
u,62991,49.83465189873418,0.0
u,62991,49.83465189873418,0.0
u,62966,49.814873417721515,0.0
u,62961,49.81091772151899,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,62942,49.79588607594937,0.0
u,66887,52.91693037974684,0.0
u,66887,52.91693037974684,0.0
u,66887,52.91693037974684,0.0
u,62917,49.77610759493671,0.0
u,66887,52.91693037974684,0.0
u,66887,52.91693037974684,0.0
u,62916,49.7753164556962,-1.0
u,62908,49.76898734177215,0.0
u,62908,49.76898734177215,0.0
u,62900,49.7626582278481,-1.0
u,62900,49.7626582278481,0.0
u,5871,82.14635511403387,0.0
u,5804,81.20889883867358,0.0
u,5799,81.13893941513922,0.0
u,5799,81.13893941513922,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,-1.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,1.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5755,80.52329648803695,0.0
u,5753,80.4953127186232,0.0
u,5753,80.4953127186232,0.0
u,5748,80.42535329508885,0.0
u,5748,80.42535329508885,0.0
u,5747,80.41136141038197,0.0
u,5736,80.25745067860642,1.0
u,5735,80.24345879389953,0.0
u,5735,80.24345879389953,1.0
u,5725,80.10353994683084,0.0
u,5725,80.10353994683084,0.0
u,5725,80.10353994683084,0.0
u,5710,79.8936616762278,0.0
u,5710,79.8936616762278,0.0
u,5710,79.8936616762278,0.0
u,5710,79.8936616762278,0.0
u,5709,79.87966979152091,0.0
u,5700,79.7537428291591,0.0
u,5700,79.7537428291591,0.0
u,5692,79.64180775150412,0.0
u,5692,79.64180775150412,0.0
u,5650,79.05414859381558,1.0
u,5644,78.97019728557436,0.0
u,5644,78.97019728557436,0.0
u,0,0.0,0.0
u,5620,78.63439205260948,0.0
u,5604,78.41052189729957,0.0
u,5604,78.41052189729957,0.0
u,5622,78.66237582202322,0.0
u,5622,78.66237582202322,0.0
u,5595,78.28459493493773,0.0
u,5595,78.28459493493773,0.0
u,5595,78.28459493493773,0.0
