className,totalReviewedCommits,normalizedCommitExp,gold
nu,16019,44.98455490030891,1.0
nu,14646,41.12889637742207,1.0
nu,14646,41.12889637742207,1.0
nu,14640,41.11204717775906,1.0
nu,4317,57.62915498598318,-1.0
nu,0,0.0,1.0
nu,3944,52.6498464824456,-1.0
nu,3142,41.94366573221199,1.0
nu,0,0.0,1.0
nu,3285,43.85262314777733,1.0
nu,3360,44.85382458950741,1.0
nu,0,0.0,1.0
nu,0,0.0,1.0
nu,0,0.0,1.0
nu,3119,41.63663062341477,1.0
nu,0,0.0,1.0
nu,0,0.0,1.0
nu,1084,49.90791896869245,1.0
nu,1084,49.90791896869245,1.0
nu,1033,47.55985267034991,1.0
nu,1013,46.6390423572744,1.0
nu,1011,46.54696132596685,1.0
nu,984,45.30386740331492,-1.0
nu,957,44.06077348066299,1.0
nu,643,29.60405156537753,1.0
nu,643,29.60405156537753,-1.0
nu,907,41.75874769797422,1.0
nu,0,0.0,1.0
nu,626,28.82136279926335,1.0
nu,0,0.0,1.0
nu,830,38.21362799263352,1.0
nu,830,38.21362799263352,1.0
nu,830,38.21362799263352,1.0
nu,0,0.0,1.0
nu,0,0.0,1.0
nu,822,37.84530386740331,1.0
nu,822,37.84530386740331,1.0
