,c_id,className,ReadingEase,ReadingEase(NL),CodeElementRatio,QuestionRatio,StopwordRatio,StopKeyRatio,ConceptualSimilarity,AuthorCommitsFile,CommittedTwice,TotalAuthoredCommits,ReviewingTwice,ReviewedCommitsFile,TotalReviewedCommits,ReviewedPRs,ExtLibSimilarity,sentimoji,gold
920,899106122-19665-nu,nu,100.0,100.0,0.032258065,0.0,0.580645161,0.580645161,0.0,0,0,0,0,0,14722,6434,0.0,1.0,1.0
921,906503864-19663-nu,nu,100.0,100.0,0.027777778,0.0,0.555555556,0.555555556,0.0,0,0,1712,0,0,14722,6434,0.0,1.0,1.0
925,897118973-19638-nu,nu,58.78846154,61.40184211,0.043478261,0.0,0.456521739,0.456521739,0.0,0,0,1712,0,0,14701,6420,0.0,0.0,1.0
930,724128904-19609-nu,nu,100.0,100.0,0.083333333,0.0,0.583333333,0.583333333,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
934,722238305-19598-nu,nu,100.0,100.0,0.03030303,0.5,0.484848485,0.484848485,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
937,681122854-19587-nu,nu,71.815,71.815,0.05,0.0,0.45,0.45,0.0,0,0,276,0,0,16019,6767,0.0,1.0,1.0
940,677635017-19565-nu,nu,90.95857143,100.0,0.333333333,0.0,0.333333333,0.333333333,0.207069982,8,1,2103,1,8,14646,6398,0.0,1.0,1.0
941,677635017-19565-nu,nu,90.95857143,100.0,0.333333333,0.0,0.333333333,0.333333333,0.207069982,8,1,2103,1,8,14646,6398,0.0,1.0,1.0
942,887392378-19554-nu,nu,100.0,100.0,0.090909091,0.0,0.545454545,0.636363636,0.0,0,0,789,0,0,14640,6393,0.0,1.0,1.0
946,382848764-5630-nu,nu,90.95857143,90.95857143,0.111111111,0.0,0.555555556,0.666666667,0.196116135,0,0,799,1,41,4317,1059,1.0,-1.0,-1.0
961,200796291-5480-nu,nu,100.0,100.0,0.466666667,0.0,0.333333333,0.333333333,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
962,254424569-5452-nu,nu,83.74867647,83.74867647,0.05,0.333333333,0.3,0.3,0.0,0,0,1668,1,2,3944,999,0.516397779,0.0,-1.0
969,421487038-5357-nu,nu,100.0,100.0,0.1,0.0,0.4,0.4,0.0,0,0,124,0,0,3142,855,0.0,1.0,1.0
976,140803900-5301-nu,nu,85.165,85.165,0.055555556,1.0,0.555555556,0.555555556,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
982,386892054-5217-nu,nu,100.0,100.0,0.083333333,0.0,0.5,0.5,0.0,0,0,85,0,0,3285,936,0.0,1.0,1.0
986,165774763-5089-nu,nu,97.025,97.025,0.25,0.0,0.25,0.25,0.135680105,21,1,1668,1,10,3360,929,0.0,1.0,1.0
988,90935450-5051-nu,nu,100.0,100.0,0.125,0.0,0.625,0.625,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
990,90228660-5048-nu,nu,100.0,100.0,0.047619048,0.0,0.571428571,0.571428571,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
991,90938962-5048-nu,nu,14.2675,14.2675,0.076923077,0.0,0.307692308,0.307692308,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
999,356299120-5007-nu,nu,80.49869565,80.49869565,0.038461538,0.0,0.346153846,0.346153846,0.0,0,0,85,0,0,3119,872,0.0,1.0,1.0
1000,85195071-5003-nu,nu,100.0,100.0,0.090909091,0.0,0.454545455,0.454545455,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1006,85049831-5000-nu,nu,95.68818182,95.68818182,0.083333333,0.0,0.416666667,0.416666667,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1013,630615998-2122-nu,nu,100.0,100.0,0.028571429,0.0,0.4,0.4,0.074942819,5,1,124,1,8,1084,736,0.0,1.0,1.0
1016,839207473-2122-nu,nu,100.0,100.0,0.142857143,0.0,0.285714286,0.285714286,0.0,0,0,124,0,0,1084,736,0.0,1.0,1.0
1019,552111578-2044-nu,nu,100.0,100.0,0.028571429,0.0,0.371428571,0.371428571,0.134243966,1,1,124,1,5,1033,703,0.0,0.0,1.0
1021,742705463-2014-nu,nu,89.60673077,89.60673077,0.0625,0.5,0.25,0.25,0.0,0,0,124,0,0,1013,688,0.0,1.0,1.0
1025,742181960-2012-nu,nu,97.025,97.025,0.25,0.0,0.0,0.0,0.0,0,0,124,0,0,1011,687,0.0,1.0,1.0
1031,499727718-1958-nu,nu,100.0,100.0,0.04,0.0,0.32,0.32,0.0,22,1,124,1,7,984,664,1.0,-1.0,-1.0
1032,490723094-1931-nu,nu,100.0,100.0,0.166666667,0.0,0.166666667,0.166666667,0.0,15,1,124,1,1,957,646,0.576401377,1.0,1.0
1033,456920262-1893-nu,nu,78.33,78.33,0.038461538,0.5,0.384615385,0.423076923,0.080289654,0,0,76,1,1,643,506,0.320256308,1.0,1.0
1034,446706329-1878-nu,nu,39.33,81.855,0.235294118,1.0,0.470588235,0.470588235,0.0,0,0,76,0,0,643,506,0.241472644,-1.0,-1.0
1037,479964733-1877-nu,nu,63.23464286,63.23464286,0.04,0.0,0.4,0.4,0.136321285,13,1,124,1,7,907,630,0.732934817,1.0,1.0
1039,478407222-1875-nu,nu,100.0,100.0,0.1,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1044,429587235-1842-nu,nu,92.5125,92.5125,0.333333333,1.0,0.333333333,0.333333333,0.0,0,0,76,0,0,626,491,0.0,1.0,1.0
1046,415431095-1838-nu,nu,75.98359649,75.98359649,0.023809524,0.0,0.476190476,0.476190476,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1047,685933890-1818-nu,nu,90.1325,90.1325,0.058823529,0.0,0.470588235,0.470588235,0.0,0,0,124,0,0,830,593,0.0,1.0,1.0
1048,685933890-1818-nu,nu,90.1325,90.1325,0.058823529,0.0,0.470588235,0.470588235,0.0,0,0,124,0,0,830,593,0.0,1.0,1.0
1050,636190692-1818-nu,nu,100.0,100.0,0.090909091,0.0,0.909090909,0.909090909,0.0,0,0,124,0,0,830,593,0.0,1.0,1.0
1054,402319851-1808-nu,nu,100.0,100.0,0.047619048,0.0,0.380952381,0.380952381,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1055,403950834-1808-nu,nu,100.0,100.0,0.0625,0.0,0.25,0.25,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1056,416231296-1806-nu,nu,100.0,100.0,0.0625,0.0,0.3125,0.3125,0.0,28,1,124,1,7,822,585,0.76153409,1.0,1.0
1060,622597852-1806-nu,nu,100.0,100.0,0.083333333,0.0,0.333333333,0.333333333,0.0,0,0,124,0,0,822,585,0.0,1.0,1.0
1061,414165326-1802-nu,nu,84.45,84.45,0.0625,0.0,0.4375,0.5,0.0,7,1,124,1,3,821,584,0.0,0.0,1.0
1062,414166192-1802-nu,nu,100.0,100.0,0.1,0.0,0.4,0.4,0.0,0,0,124,0,0,821,584,0.253437684,1.0,1.0
1070,373119263-1734-nu,nu,100.0,100.0,0.090909091,0.0,0.363636364,0.363636364,0.0,6,1,124,1,6,789,564,0.401477534,1.0,1.0
1077,352264188-1633-nu,nu,84.92018293,84.92018293,0.022222222,0.0,0.533333333,0.577777778,0.0,31,1,124,1,10,733,514,1.0,-1.0,-1.0
1079,362128197-1633-nu,nu,89.89642857,89.89642857,0.058823529,0.0,0.411764706,0.411764706,0.196092633,28,1,124,1,6,733,514,1.0,1.0,1.0
1080,363867640-1633-nu,nu,93.54350877,93.54350877,0.047619048,0.0,0.619047619,0.619047619,0.0,1,1,124,1,1,733,514,0.0,1.0,1.0
1082,578262521-1633-nu,nu,100.0,100.0,0.029411765,0.333333333,0.441176471,0.441176471,0.0,0,0,124,0,0,733,514,0.0,-1.0,-1.0
1084,314491758-1611-nu,nu,61.325,61.325,0.090909091,0.0,0.545454545,0.545454545,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
1086,558858055-1611-nu,nu,74.27,74.27,0.026315789,0.0,0.368421053,0.368421053,0.0,0,0,124,0,0,700,501,0.0,0.0,1.0
1093,522205084-1535-nu,nu,92.00264368,92.00264368,0.029411765,0.333333333,0.294117647,0.294117647,0.0,0,0,124,0,0,646,465,0.0,1.0,1.0
1096,524360847-1535-nu,nu,100.0,100.0,0.125,0.333333333,0.333333333,0.333333333,0.0,0,0,124,0,0,646,465,0.0,0.0,1.0
1097,524396649-1535-nu,nu,86.705,86.705,0.1,0.0,0.6,0.6,0.0,0,0,124,0,0,646,465,0.0,-1.0,-1.0
21,68092163-7275-u,u,77.95524528301891,83.68200000000002,0.0793650793650793,0.0,0.365079365079365,0.3809523809523809,0.2229978693352242,0,0,339,1,7,228,56,0.8452461606070965,0.0,1.0
23,68111721-7275-u,u,100.0,100.0,0.032258064516129,0.0,0.4516129032258064,0.4516129032258064,0.1601281538050871,2,1,169,1,13,171,45,0.0,1.0,1.0
27,66885485-7247-u,u,97.025,97.025,0.25,0.0,0.5,0.5,0.2886751345948129,13,1,1591,1,54,1559,297,0.7398966856649059,-1.0,-1.0
31,66867377-7241-u,u,75.12117647058825,75.12117647058825,0.0588235294117647,0.0,0.5882352941176471,0.5882352941176471,0.1833396994056422,0,0,3166,1,21,1457,286,0.7299678128538737,-1.0,-1.0
38,66831843-7240-u,u,81.20666666666669,81.20666666666669,0.0232558139534883,0.3333333333333333,0.6046511627906976,0.6046511627906976,0.2777777777777778,0,0,695,1,25,367,58,0.4155813868856491,0.0,-1.0
46,66673705-7228-u,u,100.0,100.0,0.0714285714285714,0.0,0.4285714285714285,0.4285714285714285,0.0,45,1,3166,1,32,1430,284,0.8290427242802751,-1.0,-1.0
47,66806928-7228-u,u,100.0,100.0,0.3461538461538461,0.0,0.1923076923076923,0.1923076923076923,0.4923659639173309,45,1,3166,1,32,1430,284,0.8290427242802751,0.0,1.0
56,66274084-7200-u,u,53.655,53.655,0.0714285714285714,0.0,0.3571428571428571,0.3571428571428571,0.3202563076101743,0,0,3488,1,10,1800,305,0.540985287597986,-1.0,-1.0
64,66290870-7200-u,u,69.67500000000004,69.67500000000004,0.0384615384615384,0.0,0.3846153846153846,0.3846153846153846,0.2080125735844609,0,0,3488,1,10,1800,305,0.540985287597986,1.0,1.0
83,65726556-7187-u,u,82.39000000000001,82.39000000000001,0.125,0.0,0.5,0.5,0.0,0,0,174,1,5,203,25,0.0,-1.0,-1.0
89,65121679-7169-u,u,52.87000000000002,52.87000000000002,0.0277777777777777,0.0,0.5833333333333334,0.5833333333333334,0.1999999999999999,0,0,187,1,2,500,93,0.0,1.0,1.0
102,64479045-7113-u,u,99.0,98.2525,0.15,0.0,0.45,0.45,0.0953462589245592,12,1,695,1,5,307,56,0.0,1.0,1.0
117,63533202-7062-u,u,95.93928571428572,95.93928571428572,0.0344827586206896,0.0,0.6551724137931034,0.6551724137931034,0.3354101966249684,0,0,39,0,0,0,0,0.0,0.0,-1.0
128,61792717-7013-u,u,42.61571428571432,100.0,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,0.1720618004029213,0,0,581,1,1,484,52,0.6284796469788554,0.0,1.0
171,50045537-1539-u,u,75.50000000000003,75.50000000000003,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.1490711984999859,5,1,456,1,51,955,105,0.0,0.0,1.0
172,50045793-1539-u,u,100.0,100.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,315,1,18,537,66,0.0,0.0,-1.0
173,47161732-1535-u,u,83.32000000000004,83.32000000000004,0.2,1.0,0.4,0.4,0.1825741858350553,0,0,38,0,0,70,3,0.0,0.0,-1.0
182,37224365-1448-u,u,75.46678571428575,75.46678571428575,0.0256410256410256,0.0,0.5128205128205128,0.5128205128205128,0.1154700538379251,0,0,315,0,0,455,55,0.0,-1.0,-1.0
198,35013464-1432-u,u,77.40864754098361,77.40864754098361,0.0153846153846153,0.3333333333333333,0.6153846153846154,0.6461538461538462,0.2326700202988444,0,0,456,0,0,919,99,0.4330501905466242,-1.0,-1.0
199,35015110-1432-u,u,100.0,100.0,0.0344827586206896,0.5,0.4827586206896552,0.4827586206896552,0.1556997888323046,0,0,456,0,0,919,99,0.2439346884545225,-1.0,-1.0
204,34585366-1427-u,u,53.63928571428573,53.63928571428573,0.0625,0.0,0.375,0.375,0.0648203723552164,0,0,315,1,19,420,46,0.0,0.0,-1.0
211,34076052-1422-u,u,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0,456,1,4,916,97,0.0,0.0,1.0
216,33951623-1416-u,u,97.70500000000004,97.70500000000004,0.0416666666666666,0.0,0.625,0.625,0.1490711984999859,2,1,456,1,16,897,94,0.0,1.0,1.0
217,33827973-1410-u,u,90.08833333333334,90.08833333333334,0.0294117647058823,0.5,0.088235294117647,0.088235294117647,0.0,0,0,315,1,4,384,40,0.0,1.0,1.0
221,33624515-1408-u,u,90.77,90.77,0.0294117647058823,0.0,0.6176470588235294,0.6176470588235294,0.1266600992762247,0,0,315,1,4,372,38,0.0,-1.0,-1.0
244,29440551-1332-u,u,87.99727272727276,87.99727272727276,0.0833333333333333,0.0,0.4166666666666667,0.4166666666666667,0.1443375672974064,4,1,511,1,59,676,66,0.581421938304522,-1.0,-1.0
245,29440656-1332-u,u,66.36500000000001,66.36500000000001,0.0526315789473684,0.0,0.5789473684210527,0.5789473684210527,0.2433321316961437,4,1,511,1,59,676,66,0.581421938304522,0.0,-1.0
255,28925821-1323-u,u,60.16999999999999,87.39927419354841,0.4776119402985074,0.0,0.4029850746268656,0.4328358208955223,0.4580786674510945,2,1,456,1,10,528,61,0.0,0.0,-1.0
273,21307454-1189-u,u,80.46500000000002,100.0,0.3478260869565217,0.0,0.3478260869565217,0.3478260869565217,0.1662821986421079,0,0,511,1,13,143,11,0.0,1.0,1.0
277,19608507-1155-u,u,65.98000000000003,68.77000000000002,0.5,0.0,0.2708333333333333,0.2708333333333333,0.3098386676965933,2,1,385,1,19,1687,250,0.0,0.0,-1.0
283,19247808-1144-u,u,84.52318181818181,95.73000000000002,0.4,0.0,0.3,0.3,0.3273268353539886,0,0,694,1,4,672,56,0.0,-1.0,-1.0
307,17626633-1083-u,u,17.44500000000002,17.44500000000002,0.0769230769230769,0.5,0.4615384615384615,0.4615384615384615,0.7071067811865476,22,1,694,1,19,644,54,0.9652331109844036,0.0,-1.0
311,17303422-1067-u,u,79.21217741935487,80.33250000000004,0.1470588235294117,0.0,0.6176470588235294,0.6176470588235294,0.5009794328681195,0,0,385,1,2,1509,207,0.0,-1.0,-1.0
312,17243508-1066-u,u,52.69500000000002,49.48000000000002,0.1764705882352941,0.5,0.3529411764705882,0.3529411764705882,0.3849001794597506,2,1,385,1,23,1507,206,0.0,-1.0,-1.0
314,63784194-1748-u,u,60.35441176470592,100.0,0.7857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.3879049103011415,13,1,641,1,2,49,15,0.7958181194257216,0.0,1.0
318,63604244-1747-u,u,100.0,100.0,1.0,0.0,0.0,0.0,0.0,2,1,641,1,4,47,14,0.84265028371175,-1.0,-1.0
320,63604684-1747-u,u,84.9157142857143,84.9157142857143,0.0666666666666666,0.5,0.6,0.6,0.0,0,0,201,1,5,18,4,0.0,-1.0,-1.0
322,63605815-1747-u,u,82.39000000000001,82.39000000000001,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.1020620726159657,0,0,641,1,5,47,14,0.5964809080634605,1.0,1.0
323,63605869-1747-u,u,66.40000000000003,66.40000000000003,0.2,1.0,0.0,0.0,0.0,0,0,641,1,5,47,14,0.5964809080634605,1.0,1.0
326,62937982-1742-u,u,60.58250000000001,100.0,0.913793103448276,0.0,0.4482758620689655,0.4482758620689655,0.4019312523830282,0,0,641,1,2,37,13,0.0697071480677523,1.0,1.0
327,62938565-1742-u,u,100.0,100.0,0.0909090909090909,0.0,0.6363636363636364,0.6363636363636364,0.0890870806374748,0,0,641,1,2,37,13,0.0697071480677523,-1.0,-1.0
340,61511327-1715-u,u,100.0,100.0,0.0909090909090909,0.0,0.2727272727272727,0.2727272727272727,0.0,4,1,44,1,22,134,42,0.0,-1.0,-1.0
341,61346453-1710-u,u,100.0,100.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.2132007163556104,2,1,44,1,3,131,40,1.0,1.0,1.0
352,60754888-1688-u,u,58.94431818181821,72.16022727272728,0.4805194805194805,0.0,0.2467532467532467,0.2467532467532467,0.4056740422696879,3,1,44,1,33,112,33,0.0,-1.0,-1.0
355,60626265-1682-u,u,100.0,100.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0,0,0,0,1,15,49,9,0.0,-1.0,-1.0
366,60415258-1668-u,u,52.86500000000001,52.86500000000001,0.0909090909090909,0.0,0.4545454545454545,0.4545454545454545,0.0,0,0,824,1,4,1578,268,0.6974531980352185,-1.0,-1.0
371,59642523-1649-u,u,100.0,100.0,0.0909090909090909,0.0,0.2727272727272727,0.2727272727272727,0.0,0,0,44,1,1,42,15,0.0,-1.0,1.0
387,59788380-1649-u,u,69.5025,69.5025,0.0588235294117647,0.0,0.4117647058823529,0.4117647058823529,0.108465228909328,0,0,44,1,4,42,15,0.0,1.0,1.0
401,56389938-1613-u,u,34.903636363636366,34.903636363636366,0.0285714285714285,0.0,0.5142857142857142,0.5142857142857142,0.0590281336100955,0,0,186,1,6,598,86,0.0,1.0,1.0
419,55364629-1594-u,u,84.845,95.93928571428572,0.1764705882352941,0.0,0.2941176470588235,0.2941176470588235,0.227429413073671,0,0,74,1,8,246,52,0.0,-1.0,-1.0
439,40992993-1421-u,u,65.56701612903228,65.56701612903228,0.0303030303030303,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.1760901812651248,1,1,186,1,7,488,58,0.7937637918516225,-1.0,-1.0
465,30443412-1231-u,u,60.35441176470592,95.73000000000002,0.6097560975609756,0.0,0.3414634146341463,0.3414634146341463,0.5782433095829119,0,0,142,1,18,87,5,0.0,-1.0,-1.0
470,63555390-2862-u,u,73.17000000000003,73.17000000000003,0.032258064516129,0.5,0.5161290322580645,0.5161290322580645,0.1740776559556978,1,1,2342,0,0,3654,679,0.0,0.0,-1.0
471,63555574-2862-u,u,100.0,100.0,0.0384615384615384,0.5,0.4230769230769231,0.4230769230769231,0.1249999999999999,1,1,2342,0,0,3654,679,0.0,-1.0,-1.0
478,62699217-2840-u,u,62.87631578947371,62.87631578947371,0.0476190476190476,0.0,0.5238095238095238,0.5238095238095238,0.2834733547569204,2,1,92,0,0,5,3,0.0,-1.0,-1.0
499,61912562-2798-u,u,66.10000000000002,66.10000000000002,0.1,1.0,0.6,0.6,0.3651483716701107,16,1,428,1,52,1060,120,0.0,-1.0,-1.0
510,61493907-2779-u,u,100.0,100.0,0.125,0.0,0.5,0.5,0.1543033499620919,8,1,489,1,13,590,43,1.0,0.0,1.0
531,59441491-2731-u,u,100.0,100.0,0.05,0.0,0.65,0.7,0.099258333397093,1,1,748,1,25,1089,208,0.0,0.0,-1.0
532,58946033-2725-u,u,73.84500000000001,73.84500000000001,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,7,1,428,1,11,812,101,0.0,-1.0,-1.0
536,58932939-2724-u,u,100.0,100.0,0.5,0.0,0.0,0.0,0.0,4,1,93,0,0,47,7,0.6587286385978713,0.0,1.0
537,58933092-2724-u,u,78.81000000000003,83.0092307692308,0.1578947368421052,0.0,0.3684210526315789,0.3684210526315789,0.2519763153394848,0,0,428,1,6,809,100,0.3136216093847043,0.0,-1.0
543,58626379-2719-u,u,100.0,100.0,0.0666666666666666,0.0,0.4,0.4666666666666667,0.2335496832484568,0,0,253,1,2,335,39,0.7589424741584246,0.0,1.0
547,58392542-2713-u,u,78.92000000000003,78.92000000000003,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,489,0,0,454,33,0.8915942161871072,1.0,1.0
550,57007258-2692-u,u,52.13250000000002,52.13250000000002,0.0,0.0,0.3939393939393939,0.3939393939393939,0.0962250448649376,0,0,2342,0,0,3645,673,0.1495915184013531,-1.0,-1.0
551,57007526-2692-u,u,96.05954545454546,96.05954545454546,0.0434782608695652,0.0,0.5217391304347826,0.5217391304347826,0.196116135138184,0,0,2342,0,0,3645,673,0.1495915184013531,-1.0,-1.0
554,57009303-2688-u,u,94.3,100.0,0.1666666666666666,0.0,0.5,0.5,0.3396831102433787,0,0,82,0,0,92,15,0.0,-1.0,-1.0
559,56528158-2674-u,u,84.97083333333336,88.03333333333336,0.2162162162162162,0.0,0.3243243243243243,0.3513513513513513,0.1835557745535881,1,1,34,1,3,153,18,0.0,-1.0,-1.0
560,56529195-2674-u,u,82.70565217391307,84.89881553398061,0.1328125,0.0,0.5,0.53125,0.2209496601199567,0,0,34,1,3,153,18,0.0,-1.0,-1.0
570,56087206-2666-u,u,82.01704545454547,82.01704545454547,0.0169491525423728,0.5,0.6610169491525424,0.6610169491525424,0.2534457226662686,0,0,284,1,3,476,46,0.6422934064842316,-1.0,-1.0
572,56040065-2664-u,u,87.61458333333336,87.61458333333336,0.0285714285714285,0.0,0.6285714285714286,0.6285714285714286,0.164275703458018,0,0,284,1,4,472,45,0.8764584747467858,0.0,-1.0
575,55052488-2649-u,u,46.60500000000002,100.0,0.6451612903225806,0.5,0.4193548387096774,0.4193548387096774,0.2506402059138015,3,1,107,1,9,197,46,0.0,-1.0,-1.0
585,51377151-2583-u,u,63.10363636363638,74.39580645161291,0.1052631578947368,0.0,0.4473684210526316,0.4473684210526316,0.2845904698636096,0,0,284,1,2,432,41,0.8709817675590193,-1.0,-1.0
590,49927773-2553-u,u,85.88886363636365,56.75500000000002,0.6153846153846154,0.0,0.3846153846153846,0.3846153846153846,0.3934447376823168,0,0,2342,1,6,3603,665,0.0,-1.0,-1.0
591,49463253-2537-u,u,90.09000000000002,97.7025,0.5,0.0,0.4545454545454545,0.4545454545454545,0.3131121455425747,3,1,107,1,2,178,39,0.0,-1.0,-1.0
601,47645705-2462-u,u,87.39927419354841,100.0,0.6086956521739131,0.0,0.3260869565217391,0.3260869565217391,0.079555728417573,2,1,107,1,16,134,29,0.0,0.0,-1.0
607,47259452-2445-u,u,69.18177631578948,79.75538461538463,0.1515151515151515,0.5,0.4848484848484848,0.4848484848484848,0.3721042037676254,0,0,34,0,0,122,14,0.1891464974973842,-1.0,-1.0
609,47158578-2444-u,u,74.8616666666667,88.33754901960786,0.1956521739130435,0.0,0.4347826086956521,0.4347826086956521,0.2776840538002493,0,0,93,1,7,162,16,0.6882162524276129,0.0,-1.0
612,68089309-7295-nu,nu,100.0,100.0,0.1923076923076923,0.5,0.3461538461538461,0.3461538461538461,0.3124999999999999,0,0,94,1,5,73,20,0.4549484800017944,-1.0,-1.0
619,67717397-7279-nu,nu,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
620,67719415-7279-nu,nu,100.0,100.0,0.0333333333333333,0.0,0.5,0.5,0.2138089935299394,0,0,237,1,2,221,29,0.0,-1.0,-1.0
622,67551641-7275-nu,nu,87.94500000000002,87.94500000000002,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.2721655269759087,61,1,3166,1,64,1478,289,0.7132563134989169,1.0,1.0
623,67551826-7275-nu,nu,52.86500000000001,52.86500000000001,0.1,0.0,0.5,0.5,0.1825741858350553,61,1,3166,1,64,1478,289,0.7132563134989169,0.0,-1.0
625,67552369-7275-nu,nu,100.0,100.0,0.0666666666666666,0.0,0.2666666666666666,0.2666666666666666,0.1543033499620919,2,1,169,1,13,171,45,0.0,1.0,-1.0
626,68099888-7275-nu,nu,66.7871428571429,66.7871428571429,0.1428571428571428,1.0,0.7142857142857143,0.7142857142857143,0.0,0,0,169,1,1,171,45,0.0,1.0,1.0
634,66846012-7241-nu,nu,100.0,100.0,0.0526315789473684,0.0,0.631578947368421,0.631578947368421,0.0,6,1,1591,1,24,1554,296,0.0,0.0,-1.0
635,66847413-7241-nu,nu,86.24865591397851,86.24865591397851,0.0144927536231884,0.0,0.5072463768115942,0.5072463768115942,0.0976416832356179,3,1,3488,1,27,1811,308,0.0,0.0,-1.0
636,66848743-7241-nu,nu,69.31750000000001,69.31750000000001,0.0212765957446808,0.0,0.6170212765957447,0.6170212765957447,0.0912870929175276,6,1,1591,1,24,1554,296,0.0,-1.0,-1.0
647,66509896-7220-nu,nu,100.0,100.0,0.1,1.0,0.6,0.6,0.1272569525951555,0,0,60,1,11,71,18,0.0,0.0,-1.0
649,66511829-7220-nu,nu,99.23460526315787,99.23460526315787,0.0476190476190476,0.0,0.5238095238095238,0.5238095238095238,0.1904761904761904,0,0,60,1,11,71,18,0.0,1.0,1.0
654,66271913-7200-nu,nu,89.6067307692308,89.6067307692308,0.0714285714285714,0.5,0.5714285714285714,0.6428571428571429,0.196116135138184,0,0,3488,1,6,1800,305,0.0,-1.0,-1.0
659,66366292-7200-nu,nu,69.78500000000001,69.78500000000001,0.0769230769230769,1.0,0.3076923076923077,0.3076923076923077,0.372677996249965,1,1,3166,1,4,1426,282,0.5491549383806152,-1.0,-1.0
660,66367988-7200-nu,nu,66.40400000000001,80.49869565217392,0.1515151515151515,0.0,0.4545454545454545,0.4545454545454545,0.0626224291085149,20,1,3166,1,27,1426,282,0.7708581373469787,1.0,1.0
664,65716351-7187-nu,nu,55.21529411764709,55.21529411764709,0.0526315789473684,0.0,0.2105263157894736,0.2105263157894736,0.0,2,1,1591,1,15,1511,290,0.0,-1.0,1.0
668,65108016-7164-nu,nu,95.84853448275862,95.84853448275862,0.0333333333333333,0.5,0.6333333333333333,0.6333333333333333,0.1430193883868388,0,0,187,1,2,494,90,0.0,0.0,-1.0
669,65105715-7163-nu,nu,73.20000000000002,73.20000000000002,0.0384615384615384,0.0,0.2692307692307692,0.2692307692307692,0.1819017187772497,0,0,187,1,4,492,89,0.0,-1.0,-1.0
670,65101175-7162-nu,nu,58.25392857142859,58.25392857142859,0.1111111111111111,0.5,0.4444444444444444,0.4444444444444444,0.0,0,0,187,1,3,490,88,0.0,-1.0,-1.0
676,64926708-7143-nu,nu,97.025,97.025,0.25,0.0,0.25,0.25,0.0,0,0,695,0,0,307,56,0.0,-1.0,-1.0
679,64665254-7134-nu,nu,95.165,95.165,0.0909090909090909,0.0,0.3636363636363636,0.3636363636363636,0.4264014327112208,0,0,278,1,5,63,11,0.797956588679095,0.0,1.0
680,64742059-7134-nu,nu,100.0,100.0,0.1,0.0,0.4,0.4,0.0,0,0,209,1,8,206,52,0.7586142287718893,1.0,1.0
684,63925297-7089-nu,nu,75.46678571428575,77.60941176470591,0.0512820512820512,0.5,0.4615384615384615,0.4615384615384615,0.1154700538379251,0,0,695,1,4,287,50,0.0,0.0,-1.0
685,63933380-7089-nu,nu,26.94500000000002,75.29655172413794,0.3469387755102041,0.0,0.3673469387755102,0.4285714285714285,0.5052467333920879,0,0,695,1,4,287,50,0.0,0.0,-1.0
687,63902221-7087-nu,nu,86.44123188405798,86.44123188405798,0.0192307692307692,0.0,0.5576923076923077,0.5576923076923077,0.125,39,1,3488,1,42,1724,299,0.0,-1.0,-1.0
690,63607355-7069-nu,nu,74.27000000000001,75.99000000000002,0.0857142857142857,0.0,0.4571428571428571,0.4857142857142857,0.3481553119113957,0,0,339,0,0,134,42,0.0,0.0,-1.0
691,63347239-7062-nu,nu,72.07326923076926,72.07326923076926,0.0238095238095238,0.0,0.5476190476190477,0.5714285714285714,0.2258769757263128,5,1,441,1,21,132,28,0.8593432085621647,0.0,-1.0
694,63355951-7062-nu,nu,80.49869565217392,88.83428571428574,0.12,0.0,0.52,0.52,0.1632993161855452,0,0,441,1,9,132,28,0.6962309301869197,0.0,1.0
