c_id,className,ReadingEase,ReadingEase(NL),CodeElementRatio,QuestionRatio,StopwordRatio,StopKeyRatio,ConceptualSimilarity,AuthorCommitsFile,CommittedTwice,TotalAuthoredCommits,ReviewingTwice,ReviewedCommitsFile,TotalReviewedCommits,ReviewedPRs,ExtLibSimilarity,sentimoji,gold
703821555-15326-u,u,82.74852941,75.875,0.921568627,0.0,0.254901961,0.294117647,0.462957894,204,1,580,1,180,5748,3508,0.0,0.0,0.0
706404061-15326-u,u,53.12,56.25,0.083333333,0.0,0.375,0.375,0.216930458,204,1,580,1,180,5748,3508,0.0,0.0,0.0
703817069-15315-u,u,95.68818182,95.68818182,0.043478261,0.0,0.652173913,0.652173913,0.223748906,204,1,580,1,180,5747,3507,0.0,0.0,0.0
701341799-15288-u,u,93.605,85.07411765,0.073170732,0.0,0.463414634,0.463414634,0.470201629,14,1,283,1,2,5736,3495,0.0,1.0,1.0
700397713-15286-u,u,100.0,100.0,0.0,0.0,0.473684211,0.473684211,0.0,16,1,580,1,16,5735,3494,0.0,0.0,0.0
702330901-15286-u,u,100.0,100.0,0.292682927,0.0,0.487804878,0.487804878,0.0,16,1,580,1,16,5735,3494,0.0,0.0,1.0
696824586-15251-u,u,86.705,100.0,0.769230769,0.0,0.307692308,0.307692308,0.563601862,88,1,580,1,20,5725,3482,0.0,0.0,0.0
696824818-15251-u,u,100.0,100.0,0.125,0.0,0.25,0.25,0.036369648,88,1,580,1,20,5725,3482,0.0,0.0,0.0
697595073-15251-u,u,92.965,92.965,0.0,0.0,0.25,0.25,0.028375218,88,1,580,1,20,5725,3482,0.0,0.0,0.0
694718764-15200-u,u,37.9,15.64,0.571428571,0.0,0.214285714,0.214285714,0.236939551,142,1,580,1,206,5710,3469,0.0,0.0,0.0
695600697-15200-u,u,72.83,76.59134615,0.111111111,0.0,0.333333333,0.333333333,0.076471911,142,1,580,1,206,5710,3469,0.0,0.0,0.0
695998067-15200-u,u,77.81071429,77.81071429,0.055555556,0.0,0.388888889,0.388888889,0.077849894,0,0,0,1,206,5710,3469,0.0,0.0,0.0
697045067-15200-u,u,51.71032609,70.08365385,0.482758621,0.0,0.379310345,0.379310345,0.322212968,142,1,580,1,206,5710,3469,0.0,0.0,0.0
691746930-15195-u,u,100.0,100.0,0.125,0.0,0.625,0.625,0.097300851,236,1,580,1,168,5709,3468,0.0,0.0,0.0
689125589-15158-u,u,100.0,100.0,0.285714286,0.0,0.380952381,0.380952381,0.542083654,204,1,580,1,179,5700,3459,0.0,0.0,0.0
690842330-15158-u,u,66.4,66.4,0.2,0.0,0.2,0.2,0.0,204,1,580,1,179,5700,3459,0.0,0.0,0.0
687071840-15133-u,u,99.1325,99.1325,0.035714286,0.0,0.571428571,0.571428571,0.525202156,2,1,283,1,12,5692,3450,0.0,0.0,0.0
687072519-15133-u,u,100.0,100.0,0.028571429,0.0,0.285714286,0.314285714,0.37970425,2,1,283,1,12,5692,3450,0.0,0.0,0.0
683338945-15075-u,u,100.0,100.0,0.076923077,0.0,0.435897436,0.435897436,0.182876712,12,1,580,1,6,5650,3398,0.0,0.0,1.0
683014218-15063-u,u,100.0,100.0,0.020833333,0.0,0.416666667,0.416666667,0.280534956,24,1,580,1,12,5644,3392,0.0,0.0,0.0
683014506-15063-u,u,100.0,100.0,0.045454545,0.0,0.409090909,0.454545455,0.14863388,24,1,580,1,12,5644,3392,0.0,0.0,0.0
717325485-15015-u,u,69.52657258,69.52657258,0.009090909,0.0,0.390909091,0.4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
678568408-15015-u,u,100.0,100.0,0.132352941,0.0,0.470588235,0.470588235,0.206040846,44,1,283,1,19,5620,3366,0.0,0.0,0.0
674419279-14970-u,u,67.755,100.0,0.153846154,0.0,0.538461538,0.538461538,0.247423206,204,1,580,1,176,5604,3350,0.0,0.0,0.0
674419074-14970-u,u,100.0,100.0,0.276595745,0.333333333,0.29787234,0.340425532,0.233094795,204,1,580,1,176,5604,3350,0.0,0.0,0.0
687139781-14970-u,u,76.49317073,76.49317073,0.019230769,0.0,0.384615385,0.442307692,0.556818182,0,0,94,1,180,5622,3352,0.0,0.0,0.0
687149750-14970-u,u,81.13333333,82.76297101,0.037735849,0.0,0.320754717,0.320754717,0.342882849,0,0,94,1,180,5622,3352,0.0,0.0,0.0
719843062-14935-u,u,61.2675,82.39,0.230769231,0.0,0.153846154,0.230769231,0.4114756,0,0,580,0,0,5595,3337,0.0,0.0,0.0
719847379-14935-u,u,98.96071429,98.96071429,0.034482759,0.0,0.517241379,0.517241379,0.324742958,0,0,580,0,0,5595,3337,0.0,0.0,0.0
723893701-14935-u,u,56.7,49.48,0.538461538,0.0,0.384615385,0.384615385,0.143514065,18,1,14,0,0,5595,3337,0.0,0.0,0.0
719846696-14935-u,u,46.0425,46.0425,0.022222222,0.0,0.511111111,0.533333333,0.105802593,0,0,580,0,0,5595,3337,0.0,0.0,0.0
719848616-14935-u,u,80.77714286,63.585,0.4,0.0,0.218181818,0.290909091,0.25819889,0,0,580,0,0,5595,3337,0.0,0.0,0.0
719848731-14935-u,u,82.42535714,76.89,0.4,0.0,0.3,0.5,0.077240282,0,0,580,0,0,5595,3337,0.0,0.0,0.0
719849356-14935-u,u,100.0,100.0,0.426966292,0.0,0.292134831,0.325842697,0.092743918,0,0,580,0,0,5595,3337,0.0,0.0,0.0
721656755-14935-u,u,89.2435,88.905,0.095238095,0.0,0.428571429,0.464285714,0.082008037,0,0,94,1,7,5607,3338,0.0,0.0,-1.0
719973608-14935-u,u,64.83485294,69.675,0.108108108,0.0,0.297297297,0.310810811,0.102663958,0,0,94,1,7,5607,3338,0.0,0.0,0.0
719973844-14935-u,u,90.95857143,90.95857143,0.111111111,0.0,0.111111111,0.111111111,0.22760652,0,0,94,1,7,5607,3338,0.0,0.0,0.0
719975318-14935-u,u,94.83,94.83,0.035714286,0.0,0.678571429,0.714285714,0.133126519,0,0,94,1,7,5607,3338,0.0,0.0,0.0
719977587-14935-u,u,83.09903846,83.09903846,0.071428571,1.0,0.5,0.5,0.386856695,0,0,94,1,7,5607,3338,0.0,0.0,0.0
719980217-14935-u,u,89.59210526,89.59210526,0.045454545,0.0,0.409090909,0.409090909,0.157933585,0,0,94,1,7,5607,3338,0.0,0.0,0.0
669034059-14920-u,u,54.70142857,90.95857143,0.55,0.0,0.1,0.1,0.43204938,0,0,580,1,1,5586,3327,0.0,0.0,0.0
668400781-14905-u,u,61.4,20.49,0.695652174,0.0,0.260869565,0.260869565,0.382026529,224,1,580,1,140,5582,3323,0.0,-1.0,-1.0
660024790-14817-u,u,100.0,100.0,0.058823529,0.0,0.470588235,0.470588235,0.188679245,204,1,580,1,174,5542,3278,0.0,0.0,-1.0
663555522-14817-u,u,92.965,92.965,0.125,0.0,0.75,0.75,0.149164041,204,1,580,1,174,5542,3278,0.0,0.0,0.0
665024069-14750-u,u,99.98157895,100.0,0.090909091,0.333333333,0.46969697,0.484848485,0.164478388,142,1,580,1,204,5491,3225,0.0,0.0,0.0
654977016-14748-u,u,63.695,100.0,0.45,0.0,0.4,0.4,0.24811369,2,1,580,0,0,5491,3225,0.0,0.0,0.0
654977088-14748-u,u,17.445,17.445,0.166666667,0.0,0.333333333,0.333333333,0.0,0,0,580,0,0,5491,3225,0.0,0.0,0.0
654977174-14748-u,u,56.22,66.71862745,0.258064516,0.0,0.225806452,0.225806452,0.450853174,0,0,580,0,0,5491,3225,0.0,0.0,0.0
667520723-14748-u,u,87.99727273,94.3,0.230769231,0.0,0.384615385,0.384615385,0.310142951,236,1,580,1,158,5491,3225,0.0,0.0,0.0
667520801-14748-u,u,100.0,100.0,0.444444444,0.0,0.444444444,0.444444444,0.110261826,2,1,580,0,0,5491,3225,0.0,0.0,0.0
337062521-13477-u,u,100.0,100.0,0.619047619,1.0,0.380952381,0.476190476,0.515389128,0,0,0,0,0,0,0,0.0,0.0,0.0
337064380-13477-u,u,74.14821429,73.2479918,0.04109589,0.0,0.410958904,0.452054795,0.054737235,0,0,0,0,0,0,0,0.0,0.0,0.0
321948795-13297-u,u,70.14470588,78.34508621,0.19047619,0.333333333,0.285714286,0.285714286,0.174990335,50,1,580,1,43,5000,2891,0.0,0.0,0.0
321949157-13297-u,u,62.12359307,63.96858974,0.398148148,0.0,0.25,0.277777778,0.166320735,50,1,580,1,43,5000,2891,0.0,0.0,0.0
321949008-13297-u,u,69.76333333,69.788,0.1,0.0,0.466666667,0.5,0.0,406,1,580,1,328,5000,2891,0.0,0.0,0.0
319341508-13265-u,u,55.21529412,67.53,0.227272727,0.0,0.272727273,0.318181818,0.205793333,50,1,580,1,43,4999,2890,0.0,0.0,0.0
319342173-13265-u,u,100.0,92.965,0.2,0.0,0.5,0.5,0.167337155,50,1,580,1,43,4999,2890,0.0,0.0,0.0
319342369-13265-u,u,100.0,100.0,0.0,0.0,0.148148148,0.185185185,0.0,18,1,580,1,4,4999,2890,0.0,0.0,0.0
318702419-13256-u,u,63.865,63.865,0.041666667,0.0,0.458333333,0.458333333,0.056148993,234,1,580,1,151,4999,2890,0.0,0.0,0.0
265716154-13138-u,u,100.0,100.0,0.047619048,0.0,0.380952381,0.428571429,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
306565339-13138-u,u,95.58637097,95.58637097,0.029411765,0.0,0.5,0.5,0.164951809,222,1,580,1,132,4888,2885,0.0,-1.0,-1.0
299666559-13043-u,u,86.705,33.575,0.642857143,0.0,0.285714286,0.285714286,0.468038053,50,1,580,1,39,4853,2877,0.613433221,0.0,0.0
289226865-12894-u,u,12.425,12.425,0.25,0.0,0.5,0.5,0.0,10,1,580,1,2,4847,2871,0.477952119,0.0,0.0
287076470-12859-u,u,100.0,100.0,0.125,0.0,0.125,0.125,0.0,28,1,580,1,13,4845,2868,0.0,0.0,0.0
287076723-12859-u,u,100.0,100.0,0.586206897,0.0,0.172413793,0.172413793,0.062410207,28,1,580,1,13,4845,2868,0.0,0.0,0.0
287077297-12859-u,u,80.0675,86.45,0.166666667,0.0,0.166666667,0.166666667,0.092639125,28,1,580,1,13,4845,2868,0.0,0.0,0.0
277912571-12721-u,u,76.23421053,76.23421053,0.045454545,0.0,0.454545455,0.454545455,0.16080605,18,1,580,1,13,4792,2838,0.0,0.0,0.0
275595900-12675-u,u,62.625,62.625,0.033333333,0.0,0.4,0.4,0.038519311,14,1,580,1,10,4782,2830,0.0,0.0,0.0
276846632-12675-u,u,100.0,100.0,0.1,0.0,0.7,0.7,0.0,14,1,580,1,10,4782,2830,0.0,0.0,0.0
272806994-12627-u,u,100.0,100.0,0.035714286,0.0,0.357142857,0.357142857,0.0,24,1,580,1,8,4778,2826,0.0,0.0,0.0
271542356-12568-u,u,78.245,94.3,0.3125,0.0,0.1875,0.1875,0.232662736,234,1,580,1,143,4770,2824,0.0,0.0,0.0
271542421-12568-u,u,68.9825,68.9825,0.058823529,0.0,0.411764706,0.411764706,0.286650599,234,1,580,1,143,4770,2824,0.0,0.0,0.0
268978601-12551-u,u,100.0,100.0,0.304347826,0.0,0.304347826,0.47826087,0.199204768,406,1,580,1,310,4767,2822,0.0,0.0,0.0
268924974-12544-u,u,100.0,66.4,0.857142857,0.0,0.408163265,0.469387755,0.257897363,68,1,580,1,44,4767,2822,0.0,0.0,0.0
268484075-12539-u,u,87.25788462,84.845,0.352941176,0.0,0.411764706,0.431372549,0.107497046,30,1,580,1,27,4767,2822,0.0,0.0,0.0
268464851-12536-u,u,100.0,100.0,0.125,0.0,0.5,0.5,0.111803399,30,1,580,1,27,4767,2822,0.0,0.0,0.0
268426663-12534-u,u,100.0,100.0,0.916666667,0.0,0.116666667,0.133333333,0.145464772,30,1,580,1,27,4767,2822,0.0,0.0,0.0
266209370-12500-u,u,49.83451613,54.87586207,0.135135135,0.0,0.459459459,0.459459459,0.13510813,68,1,580,1,44,4761,2820,0.0,0.0,0.0
266209457-12492-u,u,100.0,94.565,0.083333333,0.0,0.291666667,0.291666667,0.081325006,406,1,580,1,310,4761,2820,1.0,0.0,0.0
265832050-12406-u,u,100.0,100.0,0.111111111,0.5,0.333333333,0.333333333,0.091287093,6,1,152,1,171,4740,2868,0.0,1.0,1.0
265838069-12336-u,u,100.0,85.88886364,0.333333333,0.5,0.285714286,0.285714286,0.184545511,108,1,152,1,77,4722,2861,0.0,1.0,1.0
259647424-12299-u,u,89.4675,73.845,0.5,0.0,0.142857143,0.142857143,0.223822778,4,1,580,1,9,4581,2796,0.0,0.0,0.0
259647442-12299-u,u,78.81,78.81,0.066666667,0.0,0.6,0.6,0.360402747,4,1,580,1,9,4581,2796,0.0,0.0,0.0
257432338-12241-u,u,100.0,100.0,0.0625,0.5,0.4375,0.5625,0.076089608,406,1,580,1,286,4574,2791,0.48337754,0.0,0.0
254074957-12205-u,u,100.0,82.39351351,0.430769231,0.0,0.246153846,0.276923077,0.110265804,356,1,580,1,220,4561,2785,0.463724757,0.0,0.0
253688435-12203-u,u,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.20563467,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
253688563-12203-u,u,100.0,100.0,0.083333333,0.0,0.416666667,0.416666667,0.230405227,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
253688643-12203-u,u,76.50153846,76.50153846,0.076923077,0.0,0.538461538,0.538461538,0.27274503,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
253688972-12203-u,u,63.8625,63.8625,0.058823529,0.5,0.470588235,0.470588235,0.124229748,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
254507469-12203-u,u,74.805,54.725,0.705882353,0.0,0.294117647,0.352941176,0.478271333,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
254507614-12203-u,u,83.00923077,83.00923077,0.071428571,0.0,0.571428571,0.642857143,0.182608935,22,1,580,1,3,4561,2785,0.223606798,0.0,0.0
