c_id,className,ReadingEase,ReadingEase(NL),CodeElementRatio,QuestionRatio,StopwordRatio,StopKeyRatio,ConceptualSimilarity,AuthorCommitsFile,CommittedTwice,TotalAuthoredCommits,ReviewingTwice,ReviewedCommitsFile,TotalReviewedCommits,ReviewedPRs,ExtLibSimilarity,sentimoji,gold
718731742-20000-nu,nu,79.47552846,79.47552846,0.021276596,0.0,0.489361702,0.510638298,0.056694671,13,1,1712,1,90,15299,6559,0.0,0.0,0.0
719439098-20000-nu,nu,72.27271318,75.79642857,0.041666667,0.333333333,0.416666667,0.458333333,0.06681531,13,1,1712,1,90,15299,6559,0.0,0.0,0.0
719451463-20000-nu,nu,46.945,46.945,0.047619048,0.0,0.571428571,0.619047619,0.0,13,1,1712,1,90,15299,6559,0.0,1.0,1.0
765760997-19992-nu,nu,92.965,92.965,0.035714286,0.0,0.5,0.535714286,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
929875369-19978-nu,nu,78.81,78.81,0.028571429,0.0,0.542857143,0.542857143,0.0,0,0,1712,0,0,15290,6553,0.0,1.0,1.0
717036849-19977-nu,nu,98.67808824,98.67808824,0.05,0.0,0.35,0.35,0.090094396,7,1,7,1,21,15290,6553,0.0,0.0,0.0
717054735-19977-nu,nu,90.09,88.905,0.315789474,0.0,0.631578947,0.631578947,0.360615284,7,1,7,1,21,15290,6553,0.0,0.0,0.0
717126653-19977-nu,nu,80.3325,80.3325,0.035714286,0.0,0.428571429,0.428571429,0.0,6,1,7,1,2,15290,6553,0.0,1.0,1.0
717039244-19977-nu,nu,77.81071429,77.81071429,0.066666667,0.0,0.466666667,0.533333333,0.0,6,1,7,1,2,15290,6553,0.0,0.0,0.0
928308949-19977-nu,nu,89.63153302,91.04669118,0.049180328,0.0,0.524590164,0.524590164,0.0,0,0,7,0,0,15290,6553,0.0,0.0,0.0
928421022-19977-nu,nu,100.0,100.0,0.731343284,0.0,0.059701493,0.059701493,0.0,0,0,7,0,0,15290,6553,0.0,0.0,0.0
929539932-19977-nu,nu,93.70161765,93.70161765,0.05,0.0,0.35,0.4,0.0,0,0,7,0,0,15290,6553,0.0,1.0,1.0
931786402-19969-nu,nu,100.0,100.0,0.0625,0.0,0.4375,0.4375,0.0,0,0,1712,0,0,15287,6550,0.0,1.0,1.0
930577229-19969-nu,nu,100.0,100.0,0.2,0.0,0.6,0.6,0.0,0,0,189,0,0,15470,6556,0.0,1.0,1.0
716927514-19969-nu,nu,80.76485876,76.98397436,0.202898551,0.333333333,0.434782609,0.492753623,0.10366358,3,1,189,1,4,15470,6556,0.0,0.0,0.0
717033857-19957-nu,nu,90.94270115,91.07631579,0.029411765,0.0,0.485294118,0.5,0.229066908,0,0,140,1,26,16504,6748,0.0,1.0,1.0
714934126-19921-nu,nu,72.89666667,72.89666667,0.03125,0.0,0.46875,0.46875,0.0202398,1,1,1712,1,5,15250,6527,0.0,0.0,0.0
762212024-19921-nu,nu,81.92228093,84.99108871,0.047619048,0.0,0.514285714,0.523809524,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0
713497491-19920-nu,nu,83.00923077,83.00923077,0.033333333,0.0,0.233333333,0.233333333,0.0,0,0,7,1,1,15250,6527,0.0,0.0,0.0
924492268-19920-nu,nu,100.0,100.0,0.25,0.0,0.607142857,0.607142857,0.0,0,0,1712,0,0,15250,6527,0.0,1.0,1.0
759996006-19916-nu,nu,88.83428571,88.83428571,0.05,0.0,0.65,0.65,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
713269855-19911-nu,nu,100.0,100.0,0.05,0.5,0.65,0.65,0.0,0,0,0,1,1,15244,6522,0.0,0.0,0.0
713487904-19911-nu,nu,100.0,100.0,0.021276596,0.25,0.510638298,0.510638298,0.0,2,1,1712,1,1,15244,6522,0.0,-1.0,-1.0
713482955-19911-nu,nu,70.9325,74.805,0.117647059,0.0,0.411764706,0.441176471,0.0,3,1,1288,1,1,15244,6522,0.0,0.0,0.0
924436349-19911-nu,nu,72.61545455,72.61545455,0.083333333,0.0,0.25,0.25,0.0,0,0,7,0,0,15244,6522,0.0,0.0,0.0
924446592-19911-nu,nu,66.1,66.1,0.047619048,0.0,0.476190476,0.476190476,0.0,0,0,1712,0,0,15244,6522,0.0,1.0,1.0
712334120-19893-nu,nu,82.815,73.24769231,0.450980392,0.0,0.235294118,0.235294118,0.0,0,0,7,0,0,15239,6517,0.0,0.0,0.0
712393328-19893-nu,nu,87.945,87.945,0.058823529,0.5,0.411764706,0.411764706,0.0,1,1,7,1,9,15239,6517,0.0,0.0,0.0
712458609-19893-nu,nu,100.0,100.0,0.111111111,0.0,0.444444444,0.444444444,0.0,1,1,7,1,9,15239,6517,0.0,0.0,0.0
923178357-19893-nu,nu,90.935,90.935,0.045454545,0.0,0.318181818,0.318181818,0.0,0,0,7,0,0,15239,6517,0.0,-1.0,-1.0
922075250-19884-nu,nu,85.09666667,85.09666667,0.052631579,0.0,0.631578947,0.631578947,0.0,0,0,1712,0,0,15236,6514,0.0,1.0,1.0
927189504-19879-nu,nu,100.0,100.0,0.037037037,0.0,0.37037037,0.407407407,0.0,0,0,7,0,0,15234,6512,0.0,1.0,1.0
918464694-19863-nu,nu,100.0,100.0,0.333333333,0.0,0.5,0.5,0.0,0,0,7,0,0,15228,6507,0.0,1.0,1.0
917112353-19849-nu,nu,54.70142857,54.70142857,0.058823529,0.0,0.352941176,0.352941176,0.0,0,0,0,0,0,15225,6504,0.0,1.0,1.0
917403801-19844-nu,nu,69.788,69.788,0.038461538,0.0,0.461538462,0.461538462,0.0,0,0,1212,0,0,15223,6502,0.0,0.0,0.0
704718307-19844-nu,nu,79.5575,79.5575,0.0625,0.0,0.6875,0.6875,0.174747735,8,1,2103,1,18,15223,6502,0.0,0.0,0.0
915518408-19844-nu,nu,78.77063953,78.77063953,0.022222222,0.0,0.333333333,0.333333333,0.0,0,0,2103,0,0,15223,6502,0.0,0.0,0.0
917627521-19844-nu,nu,73.2,73.2,0.009345794,0.0,0.46728972,0.476635514,0.0,0,0,140,0,0,16443,6705,0.0,0.0,0.0
702324734-19821-nu,nu,89.51692308,92.965,0.5,0.0,0.333333333,0.333333333,0.223354038,13,1,7,1,19,15216,6495,0.0,0.0,0.0
702326401-19821-nu,nu,95.165,95.165,0.1,0.0,0.6,0.6,0.0,14,1,7,1,53,15216,6495,0.0,0.0,0.0
913246948-19821-nu,nu,98.2904902,98.2904902,0.025641026,0.0,0.512820513,0.512820513,0.0,0,0,7,0,0,15216,6495,0.0,1.0,1.0
915239631-19821-nu,nu,83.85357143,83.85357143,0.066666667,0.0,0.533333333,0.533333333,0.0,0,0,1712,0,0,15216,6495,0.0,0.0,-1.0
702491919-19821-nu,nu,86.59916667,86.59916667,0.034482759,0.0,0.448275862,0.448275862,0.108989762,14,1,7,1,53,15216,6495,0.0,0.0,0.0
701457202-19818-nu,nu,100.0,100.0,0.142857143,0.0,0.285714286,0.285714286,0.0,0,0,1288,0,0,15216,6495,0.0,-1.0,-1.0
700964037-19814-nu,nu,74.00789474,73.73317568,0.043478261,0.5,0.456521739,0.456521739,0.120686071,0,0,1288,0,0,15216,6495,0.0,0.0,-1.0
705302443-19814-nu,nu,99.52771739,99.52771739,0.041666667,0.5,0.583333333,0.583333333,0.153385301,0,0,1712,0,0,15216,6495,0.0,0.0,0.0
705326961-19814-nu,nu,76.556,80.25,0.058333333,0.0,0.5,0.5,0.212886876,0,0,1712,0,0,15216,6495,0.0,1.0,0.0
700604364-19805-nu,nu,54.725,54.725,0.25,1.0,0.25,0.25,0.0,0,0,10,0,0,15212,6491,0.0,0.0,0.0
700605662-19805-nu,nu,100.0,100.0,0.166666667,1.0,0.5,0.5,0.093745217,0,0,10,0,0,15212,6491,0.0,0.0,0.0
744450672-19805-nu,nu,96.02461538,96.02461538,0.035714286,0.0,0.571428571,0.571428571,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
698521554-19781-nu,nu,93.70161765,93.70161765,0.055555556,0.5,0.555555556,0.555555556,0.0,5,1,2103,1,49,14896,6479,0.0,0.0,0.0
698522645-19781-nu,nu,100.0,100.0,0.125,0.0,0.625,0.625,0.0,1,1,2103,1,3,14896,6479,0.0,1.0,1.0
698523879-19781-nu,nu,97.025,97.025,0.25,0.0,0.75,0.75,0.0,1,1,2103,1,39,14896,6479,0.0,1.0,1.0
908380412-19781-nu,nu,98.18958333,98.18958333,0.027027027,0.0,0.486486486,0.486486486,0.0,0,0,2103,0,0,14896,6479,0.0,0.0,0.0
909198447-19781-nu,nu,90.05058824,90.05058824,0.055555556,0.0,0.611111111,0.611111111,0.0,0,0,2103,0,0,14896,6479,0.0,1.0,1.0
917633456-19776-nu,nu,77.25975,77.25975,0.011904762,0.0,0.404761905,0.416666667,0.0,0,0,140,0,0,16109,6680,0.0,0.0,-1.0
713276467-19775-nu,nu,100.0,100.0,0.041666667,0.0,0.5,0.5,0.0,0,0,0,1,1,14894,6478,0.0,0.0,0.0
905826520-19754-nu,nu,59.68214286,88.905,0.1,1.0,0.2,0.2,0.0,0,0,1712,0,0,14890,6474,0.0,1.0,1.0
905854662-19754-nu,nu,75.89755137,75.89755137,0.012345679,0.0,0.432098765,0.432098765,0.0,0,0,1712,0,0,14890,6474,0.0,1.0,-1.0
700256064-19754-nu,nu,100.0,100.0,0.055555556,0.0,0.666666667,0.666666667,0.0,2,1,2103,0,0,14890,6474,0.0,0.0,0.0
912865647-19754-nu,nu,32.31705882,32.31705882,0.018518519,0.0,0.555555556,0.555555556,0.0,0,0,0,0,0,14890,6474,0.0,0.0,0.0
765699130-19731-nu,nu,88.02545977,88.02545977,0.014705882,0.0,0.441176471,0.441176471,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
901694130-19713-nu,nu,98.89,98.89,0.041666667,0.0,0.583333333,0.583333333,0.0,0,0,1288,0,0,14855,6458,0.0,1.0,1.0
901921499-19713-nu,nu,78.30614865,78.30614865,0.024390244,0.0,0.414634146,0.414634146,0.0,0,0,1288,0,0,14855,6458,0.0,0.0,0.0
901948861-19713-nu,nu,65.16823529,71.62625,0.075,0.0,0.475,0.475,0.0,0,0,1212,0,0,14855,6458,0.0,1.0,1.0
692161572-19713-nu,nu,93.705,100.0,0.489361702,0.0,0.29787234,0.319148936,0.0,0,0,3,0,0,14866,6462,0.0,0.0,0.0
901967796-19713-nu,nu,66.365,66.365,0.045454545,0.0,0.409090909,0.409090909,0.0,0,0,7,0,0,14855,6458,0.0,0.0,0.0
949558012-19713-nu,nu,61.06366279,61.06366279,0.020408163,0.0,0.489795918,0.489795918,0.0,0,0,2103,0,0,14855,6458,0.0,0.0,0.0
693486553-19686-nu,nu,100.0,100.0,0.047619048,0.0,0.428571429,0.428571429,0.191084962,7,1,1288,1,6,14738,6446,0.0,0.0,0.0
925111817-19686-nu,nu,96.02461538,96.02461538,0.076923077,0.0,0.692307692,0.692307692,0.0,0,0,1712,0,0,14738,6446,0.0,0.0,0.0
930421265-19686-nu,nu,95.68818182,95.68818182,0.041666667,0.0,0.458333333,0.458333333,0.0,0,0,1712,0,0,14738,6446,0.0,1.0,1.0
898954090-19665-nu,nu,100.0,100.0,0.041666667,0.5,0.583333333,0.583333333,0.0,0,0,2103,0,0,14722,6434,0.0,0.0,0.0
899106122-19665-nu,nu,100.0,100.0,0.032258065,0.0,0.580645161,0.580645161,0.0,0,0,0,0,0,14722,6434,0.0,1.0,1.0
906503864-19663-nu,nu,100.0,100.0,0.027777778,0.0,0.555555556,0.555555556,0.0,0,0,1712,0,0,14722,6434,0.0,1.0,1.0
687059621-19648-nu,nu,100.0,100.0,0.790697674,1.0,0.023255814,0.023255814,0.112154431,4,1,789,1,28,14705,6424,0.0,0.0,0.0
896114622-19638-nu,nu,81.04909091,85.31193548,0.081081081,0.0,0.513513514,0.513513514,0.0,0,0,1288,0,0,14701,6420,0.0,0.0,0.0
896124351-19638-nu,nu,96.02461538,99.48,0.096774194,0.5,0.483870968,0.483870968,0.0,0,0,1288,0,0,14701,6420,0.0,0.0,0.0
897118973-19638-nu,nu,58.78846154,61.40184211,0.043478261,0.0,0.456521739,0.456521739,0.0,0,0,1712,0,0,14701,6420,0.0,0.0,1.0
905892160-19638-nu,nu,81.36321429,81.36321429,0.02,0.0,0.4,0.4,0.0,0,0,1712,0,0,14701,6420,0.0,0.0,0.0
906114280-19638-nu,nu,89.96964286,98.76577586,0.238095238,0.5,0.476190476,0.523809524,0.0,0,0,2103,0,0,14701,6420,0.0,0.0,0.0
684134857-19610-nu,nu,84.845,84.45,0.117647059,1.0,0.411764706,0.411764706,0.132198224,21,1,1288,1,179,14686,6415,0.0,0.0,0.0
684059489-19609-nu,nu,34.16090909,34.16090909,0.090909091,1.0,0.272727273,0.272727273,0.051185886,15,1,2103,1,179,14686,6415,0.0,0.0,0.0
724128904-19609-nu,nu,100.0,100.0,0.083333333,0.0,0.583333333,0.583333333,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
894104378-19609-nu,nu,100.0,100.0,0.045454545,0.0,0.5,0.5,0.0,0,0,2103,0,0,14686,6415,0.0,-1.0,0.0
894108671-19609-nu,nu,99.0,99.0,0.052631579,1.0,0.473684211,0.473684211,0.0,0,0,1288,0,0,14686,6415,0.0,0.0,0.0
892253123-19607-nu,nu,81.82872449,78.34508621,0.520547945,0.0,0.191780822,0.219178082,0.0,0,0,7,0,0,14685,6414,0.0,0.0,0.0
722238305-19598-nu,nu,100.0,100.0,0.03030303,0.5,0.484848485,0.484848485,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
719692964-19587-nu,nu,74.93057692,75.49107143,0.063291139,0.0,0.518987342,0.53164557,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
680560207-19587-nu,nu,63.48615385,63.48615385,0.071428571,0.0,0.571428571,0.571428571,0.0,0,0,276,0,0,16019,6767,0.0,0.0,0.0
681122854-19587-nu,nu,71.815,71.815,0.05,0.0,0.45,0.45,0.0,0,0,276,0,0,16019,6767,0.0,1.0,1.0
887236734-19565-nu,nu,72.3235,76.10875,0.068965517,0.333333333,0.24137931,0.24137931,0.0,0,0,2103,0,0,14646,6398,0.0,-1.0,0.0
887436928-19565-nu,nu,100.0,100.0,0.068181818,0.5,0.477272727,0.477272727,0.0,0,0,2103,0,0,14646,6398,0.0,0.0,0.0
677635017-19565-nu,nu,90.95857143,100.0,0.333333333,0.0,0.333333333,0.333333333,0.207069982,8,1,2103,1,8,14646,6398,0.0,1.0,1.0
677635017-19565-nu,nu,90.95857143,100.0,0.333333333,0.0,0.333333333,0.333333333,0.207069982,8,1,2103,1,8,14646,6398,0.0,1.0,1.0
887392378-19554-nu,nu,100.0,100.0,0.090909091,0.0,0.545454545,0.636363636,0.0,0,0,789,0,0,14640,6393,0.0,1.0,1.0
387403233-5640-nu,nu,97.025,97.025,0.25,1.0,0.5,0.5,0.303349712,0,0,799,1,10,4328,1061,1.0,0.0,0.0
382826782-5632-nu,nu,56.97846154,56.97846154,0.076923077,1.0,0.461538462,0.461538462,0.202198249,0,0,799,1,5,4319,1060,1.0,0.0,0.0
382760124-5630-nu,nu,100.0,100.0,0.090909091,0.0,0.545454545,0.636363636,0.167248402,0,0,799,1,41,4317,1059,1.0,0.0,0.0
382848764-5630-nu,nu,90.95857143,90.95857143,0.111111111,0.0,0.555555556,0.666666667,0.196116135,0,0,799,1,41,4317,1059,1.0,-1.0,-1.0
333098174-5595-nu,nu,83.85357143,95.165,0.388888889,1.0,0.333333333,0.333333333,0.0,0,0,1668,0,0,4245,1043,0.0,0.0,0.0
319323880-5587-nu,nu,56.66071429,89.2435,0.228571429,0.5,0.485714286,0.485714286,0.442807443,0,0,799,1,62,4249,1043,0.669438681,0.0,0.0
304170260-5570-nu,nu,19.025,54.70142857,0.333333333,1.0,0.266666667,0.333333333,0.282666886,5,1,1668,1,8,4192,1033,0.703526471,0.0,0.0
295416014-5560-nu,nu,100.0,100.0,0.066666667,1.0,0.8,0.8,0.447213595,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
299244790-5560-nu,nu,55.37794118,68.23090909,0.054054054,0.0,0.675675676,0.675675676,0.0,0,0,799,1,8,4187,1032,0.636363636,0.0,0.0
301239943-5560-nu,nu,68.9825,76.50153846,0.348837209,1.0,0.511627907,0.511627907,0.241458696,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
301245366-5560-nu,nu,95.93928571,95.93928571,0.066666667,1.0,0.666666667,0.666666667,0.45984122,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
301247186-5560-nu,nu,78.87285714,78.87285714,0.066666667,0.5,0.533333333,0.533333333,0.260699055,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
301248498-5560-nu,nu,78.87285714,78.87285714,0.066666667,0.5,0.533333333,0.533333333,0.247718027,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
301803091-5560-nu,nu,100.0,100.0,0.142857143,1.0,0.571428571,0.571428571,0.270297833,0,0,799,1,29,4187,1032,0.703526471,0.0,0.0
233732342-5533-nu,nu,100.0,100.0,0.066666667,0.0,0.666666667,0.666666667,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
274570549-5501-nu,nu,100.0,100.0,0.2,1.0,0.6,0.6,0.197060097,0,0,799,1,47,4124,1012,0.754336509,0.0,0.0
263093597-5495-nu,nu,75.46182692,80.83543919,0.068181818,0.25,0.409090909,0.431818182,0.0,1,1,124,1,4,3176,872,0.105409255,0.0,0.0
263093597-5495-nu,nu,75.46182692,80.83543919,0.068181818,0.25,0.409090909,0.431818182,0.0,1,1,124,1,4,3176,872,0.105409255,0.0,0.0
200796291-5480-nu,nu,100.0,100.0,0.466666667,0.0,0.333333333,0.333333333,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
254424569-5452-nu,nu,83.74867647,83.74867647,0.05,0.333333333,0.3,0.3,0.0,0,0,1668,1,2,3944,999,0.516397779,0.0,-1.0
254476799-5452-nu,nu,86.705,86.705,0.1,0.0,0.6,0.6,0.038248531,0,0,1668,1,2,3944,999,0.516397779,0.0,0.0
254475412-5452-nu,nu,57.095,57.095,0.0,1.0,0.391304348,0.391304348,0.0,1,1,1668,1,6,3944,999,0.478091444,0.0,0.0
217898492-5359-nu,nu,100.0,100.0,0.111111111,0.0,0.333333333,0.333333333,0.118090965,1,1,70,1,5,3126,856,0.0,-1.0,0.0
217887678-5359-nu,nu,100.0,100.0,0.142857143,1.0,0.428571429,0.428571429,0.400412173,1,1,70,1,5,3126,856,0.0,0.0,0.0
155716753-5359-nu,nu,91.19710366,93.05,0.041666667,0.75,0.458333333,0.520833333,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
155456085-5357-nu,nu,62.70357143,62.70357143,0.03125,0.0,0.4375,0.4375,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
421487038-5357-nu,nu,100.0,100.0,0.1,0.0,0.4,0.4,0.0,0,0,124,0,0,3142,855,0.0,1.0,1.0
212400631-5339-nu,nu,99.3955,100.0,0.074074074,0.5,0.518518519,0.555555556,0.176119466,0,0,799,1,3,3862,982,0.0,0.0,0.0
213395493-5339-nu,nu,64.92454545,100.0,0.153846154,1.0,0.538461538,0.615384615,0.369012215,0,0,799,1,3,3862,982,0.0,0.0,0.0
213395897-5339-nu,nu,80.79335366,80.79335366,0.022727273,0.5,0.5,0.522727273,0.167107175,0,0,799,1,3,3862,982,0.0,0.0,0.0
213396813-5339-nu,nu,95.955,95.955,0.038461538,0.0,0.538461538,0.538461538,0.190926159,0,0,799,1,3,3862,982,0.0,0.0,0.0
229911882-5303-nu,nu,83.32,83.32,0.2,1.0,0.4,0.4,0.182574186,0,0,799,1,11,3827,976,0.0,0.0,0.0
229911949-5303-nu,nu,83.09903846,78.245,0.375,1.0,0.5,0.5,0.0,1,1,799,1,6,3827,976,0.0,0.0,0.0
140803900-5301-nu,nu,85.165,85.165,0.055555556,1.0,0.555555556,0.555555556,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
203560709-5295-nu,nu,49.54272727,49.54272727,0.090909091,0.0,0.454545455,0.454545455,0.090200303,0,0,799,1,16,3715,972,0.0,0.0,0.0
399037619-5266-nu,nu,71.53096491,71.53096491,0.023809524,0.0,0.523809524,0.523809524,0.0,0,0,85,0,0,3421,946,0.0,0.0,0.0
197190316-5266-nu,nu,90.95857143,90.95857143,0.058823529,0.5,0.411764706,0.411764706,0.0,0,0,4,1,15,2972,831,0.0,0.0,0.0
197192196-5266-nu,nu,66.1,66.1,0.090909091,1.0,0.545454545,0.545454545,0.186686078,0,0,4,1,7,2972,831,0.0,0.0,0.0
388885056-5230-nu,nu,95.93928571,100.0,0.117647059,0.0,0.529411765,0.529411765,0.0,0,0,1668,0,0,3565,957,0.0,0.0,0.0
386892054-5217-nu,nu,100.0,100.0,0.083333333,0.0,0.5,0.5,0.0,0,0,85,0,0,3285,936,0.0,1.0,1.0
374027314-5153-nu,nu,72.72,72.325,0.074074074,1.0,0.518518519,0.518518519,0.0,0,0,28,0,0,2854,831,0.0,0.0,0.0
369000091-5134-nu,nu,76.82043478,76.82043478,0.04,1.0,0.4,0.4,0.0,0,0,85,0,0,3227,914,0.0,0.0,0.0
170777318-5124-nu,nu,56.708125,74.9575,0.642857143,0.333333333,0.428571429,0.428571429,0.0,5,1,1668,1,30,3378,938,0.0,0.0,0.0
165774763-5089-nu,nu,97.025,97.025,0.25,0.0,0.25,0.25,0.135680105,21,1,1668,1,10,3360,929,0.0,1.0,1.0
362297471-5068-nu,nu,100.0,100.0,0.043478261,1.0,0.47826087,0.47826087,0.0,0,0,2,0,0,2830,821,0.0,0.0,0.0
90935450-5051-nu,nu,100.0,100.0,0.125,0.0,0.625,0.625,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
89127491-5048-nu,nu,81.63,81.63,0.03125,0.0,0.65625,0.65625,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
90228660-5048-nu,nu,100.0,100.0,0.047619048,0.0,0.571428571,0.571428571,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
90938962-5048-nu,nu,14.2675,14.2675,0.076923077,0.0,0.307692308,0.307692308,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
363522178-5039-nu,nu,92.21409091,92.21409091,0.043478261,1.0,0.608695652,0.608695652,0.0,0,0,85,0,0,3163,882,0.0,0.0,0.0
163344535-5038-nu,nu,100.0,100.0,0.5,0.0,0.333333333,0.333333333,0.0,2,1,799,1,60,3407,929,0.0,0.0,0.0
356087823-5025-nu,nu,100.0,100.0,0.066666667,0.0,0.466666667,0.466666667,0.0,0,0,85,0,0,3144,878,0.0,0.0,0.0
356088039-5025-nu,nu,100.0,100.0,0.037037037,0.333333333,0.407407407,0.407407407,0.0,0,0,85,0,0,3144,878,0.0,0.0,0.0
359895364-5025-nu,nu,100.0,100.0,0.05,0.5,0.6,0.6,0.0,0,0,85,0,0,3144,878,0.0,0.0,0.0
92323228-5023-nu,nu,90.09,93.88924242,0.039215686,0.0,0.490196078,0.490196078,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
164863388-5023-nu,nu,86.08346154,90.092,0.068965517,0.0,0.413793103,0.482758621,0.281642073,0,0,1668,1,6,3333,913,0.0,0.0,0.0
356299120-5007-nu,nu,80.49869565,80.49869565,0.038461538,0.0,0.346153846,0.346153846,0.0,0,0,85,0,0,3119,872,0.0,1.0,1.0
85195071-5003-nu,nu,100.0,100.0,0.090909091,0.0,0.454545455,0.454545455,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
157933725-5000-nu,nu,61.24,63.8625,0.1,0.5,0.65,0.65,0.0,2,1,124,0,0,2864,823,0.0,0.0,0.0
158105739-5000-nu,nu,54.70142857,54.70142857,0.142857143,0.0,0.285714286,0.285714286,0.0,2,1,124,0,0,2864,823,0.0,0.0,0.0
158119394-5000-nu,nu,83.36107843,83.36107843,0.027777778,0.0,0.555555556,0.555555556,0.0,0,0,8,1,1,2917,822,0.0,0.0,0.0
157933861-5000-nu,nu,50.665,54.70142857,0.181818182,0.0,0.363636364,0.363636364,0.0,4,1,124,0,0,2864,823,0.0,1.0,0.0
158118999-5000-nu,nu,51.27977273,63.8625,0.346153846,0.5,0.346153846,0.346153846,0.293610506,2,1,8,1,5,2917,822,0.0,0.0,0.0
85049831-5000-nu,nu,95.68818182,95.68818182,0.083333333,0.0,0.416666667,0.416666667,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
158267317-5000-nu,nu,100.0,100.0,0.25,0.0,0.625,0.75,0.0,1,1,85,1,12,3108,869,0.0,0.0,0.0
708479431-2168-nu,nu,97.01315789,97.01315789,0.016129032,0.666666667,0.596774194,0.596774194,0.166701385,0,0,124,1,2,1141,745,0.628541912,0.0,0.0
708764050-2168-nu,nu,80.09764706,80.09764706,0.058823529,0.0,0.588235294,0.588235294,0.081348922,0,0,124,1,2,1141,745,0.628541912,0.0,0.0
672559625-2133-nu,nu,100.0,100.0,0.125,0.5,0.25,0.25,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
861780325-2124-nu,nu,100.0,100.0,0.052631579,0.5,0.578947368,0.578947368,0.0,0,0,0,0,0,732,586,0.0,0.0,0.0
869010277-2124-nu,nu,87.40607143,87.40607143,0.045454545,0.0,0.409090909,0.409090909,0.0,0,0,124,0,0,1086,737,0.0,0.0,0.0
630615998-2122-nu,nu,100.0,100.0,0.028571429,0.0,0.4,0.4,0.074942819,5,1,124,1,8,1084,736,0.0,1.0,1.0
630565234-2122-nu,nu,71.81757463,71.81757463,0.013513514,0.0,0.527027027,0.554054054,0.070707071,10,1,124,1,6,1084,736,0.0,0.0,0.0
630617483-2122-nu,nu,74.75973684,74.75973684,0.012048193,0.0,0.590361446,0.590361446,0.058848989,10,1,124,1,6,1084,736,0.0,0.0,0.0
839207473-2122-nu,nu,100.0,100.0,0.142857143,0.0,0.285714286,0.285714286,0.0,0,0,124,0,0,1084,736,0.0,1.0,1.0
597971420-2090-nu,nu,79.68333333,89.525,0.113636364,0.0,0.25,0.25,0.1741284,1,1,1,1,1,712,569,0.0,0.0,0.0
552092326-2044-nu,nu,75.5,75.5,0.111111111,1.0,0.444444444,0.444444444,0.0,0,0,0,0,0,700,559,0.0,0.0,0.0
552111578-2044-nu,nu,100.0,100.0,0.028571429,0.0,0.371428571,0.371428571,0.134243966,1,1,124,1,5,1033,703,0.0,0.0,1.0
552112942-2044-nu,nu,87.945,87.945,0.142857143,1.0,0.285714286,0.285714286,0.0,1,1,124,1,5,1033,703,0.0,0.0,0.0
742705463-2014-nu,nu,89.60673077,89.60673077,0.0625,0.5,0.25,0.25,0.0,0,0,124,0,0,1013,688,0.0,1.0,1.0
539328883-2012-nu,nu,100.0,100.0,0.076923077,0.5,0.461538462,0.461538462,0.0,0,0,0,0,0,687,547,0.0,0.0,0.0
539545356-2012-nu,nu,97.22107143,97.22107143,0.026315789,0.0,0.552631579,0.552631579,0.070309428,0,0,0,0,0,687,547,0.0,0.0,0.0
742008322-2012-nu,nu,67.53,67.53,0.066666667,0.0,0.533333333,0.533333333,0.0,0,0,124,0,0,1011,687,0.0,0.0,0.0
742181960-2012-nu,nu,97.025,97.025,0.25,0.0,0.0,0.0,0.0,0,0,124,0,0,1011,687,0.0,1.0,1.0
505576781-1973-nu,nu,66.1,100.0,0.583333333,1.0,0.25,0.333333333,0.0,0,0,76,0,0,667,528,0.28049898,0.0,0.0
505578736-1973-nu,nu,74.4991954,66.1,0.052631579,0.666666667,0.368421053,0.368421053,0.0,0,0,76,0,0,667,528,0.090074756,0.0,0.0
505585782-1973-nu,nu,71.69509804,66.5275,0.166666667,0.666666667,0.333333333,0.375,0.0,0,0,76,0,0,667,528,0.103215093,0.0,0.0
